year,0_team,1_team,winner_id
2013,mississippi val,southern u,1
2013,coastal carolina,hampton,0
2013,alabama state,grambling,0
2013,richmond,liberty,0
2013,delaware,wagner,0
2013,james madison,charlotte,0
2013,florida state,bethunecookman,0
2013,old dominion,the citadel,0
2013,butler,dartmouth,1
2013,elon,app state,1
2013,princeton,lehigh,1
2013,holy cross,monmouth,1
2013,wofford,gardnerwebb,1
2013,western ky,morgan state,0
2013,illinois state,abilene christian,0
2013,morehead state,eastern ky,1
2013,william  mary,rhode island,0
2013,niu,south dakota,0
2013,ualbany,central conn state,1
2013,prairie view,alabama am,0
2013,niu,eastern ill,0
2013,arkpine bluff,alcorn,1
2013,mcneese,weber state,0
2013,uc davis,portland state,1
2013,unlv,western ill,0
2013,sacramento state,southern utah,1
2013,portland state,cal poly,1
2013,yale,cornell,0
2013,jacksonville,butler,1
2013,lehigh,new hampshire,0
2013,columbia,monmouth,1
2013,morehead state,davidson,0
2013,morgan state,norfolk state,1
2013,rhode island,central conn state,0
2013,dayton,marist,1
2013,stetson,san diego,1
2013,mercer,drake,0
2013,wagner,bryant,1
2013,elon,coastal carolina,1
2013,vmi,robert morris,1
2013,south carolina state,hampton,0
2013,valparaiso,campbell,0
2013,georgetown,princeton,1
2013,presbyterian,charlotte,1
2013,missouri state,illinois state,0
2013,south dakota state,north dakota state,1
2013,samford,western caro,0
2013,north dakota,montana state,1
2013,app state,charleston so,1
2013,northern colo,southern utah,1
2013,western ill,south dakota,0
2013,richmond,maine,1
2013,ga southern,chattanooga,0
2013,bucknell,sacred heart,1
2013,the citadel,furman,1
2013,stony brook,towson,1
2013,old dominion,ualbany,0
2013,alabama state,alcorn,0
2013,massachusetts,youngstown state,1
2013,delaware,james madison,0
2013,alabama am,texas southern,0
2013,southern u,jackson state,1
2013,dartmouth,holy cross,1
2013,harvard,brown,0
2013,weber state,sacramento state,1
2013,tennessee tech,indiana state,0
2013,uc davis,idaho state,0
2013,niu,montana,0
2013,towson,new hampshire,0
2013,charlotte,gardnerwebb,0
2013,marist,valparaiso,0
2013,fordham,lehigh,0
2013,cornell,colgate,1
2013,holy cross,harvard,1
2013,butler,stetson,0
2013,sacred heart,wagner,1
2013,monmouth,robert morris,0
2013,villanova,william  mary,0
2013,morgan state,florida am,0
2013,dayton,davidson,0
2013,howard,north carolina,1
2013,campbell,morehead state,1
2013,princeton,columbia,0
2013,wofford,presbyterian,0
2013,james madison,ualbany,0
2013,furman,elon,1
2013,the citadel,app state,0
2013,alabama am,mississippi val,1
2013,drake,jacksonville,0
2013,delaware state,bethunecookman,1
2013,illinois state,western ill,0
2013,south dakota,missouri state,0
2013,south dakota state,massachusetts,1
2013,samford,ga southern,0
2013,indiana state,youngstown state,1
2013,southern utah,uc davis,1
2013,montana,portland state,0
2013,maine,delaware,0
2013,lafayette,bucknell,0
2013,idaho state,north dakota,1
2013,san diego,mercer,0
2013,montana state,niu,0
2013,cal poly,yale,1
2013,prairie view,grambling,0
2013,brown,rhode island,0
2013,old dominion,liberty,0
2013,stony brook,bryant,0
2013,chattanooga,western caro,0
2013,texas southern,alabama state,1
2013,jackson state,arkpine bluff,0
2013,eastern wash,weber state,0
2013,sacramento state,northern colo,0
2013,north carolina,south carolina state,1
2013,columbia,lehigh,1
2013,new hampshire,rhode island,0
2013,delaware,ualbany,0
2013,mercer,valparaiso,0
2013,cornell,harvard,1
2013,bucknell,holy cross,1
2013,princeton,lafayette,0
2013,howard,bethunecookman,1
2013,sacred heart,central conn state,0
2013,bryant,brown,1
2013,stetson,dayton,1
2013,butler,campbell,0
2013,davidson,drake,1
2013,ga southern,the citadel,0
2013,georgetown,fordham,1
2013,duquesne,wagner,0
2013,dartmouth,yale,0
2013,vmi,charleston so,1
2013,wofford,elon,0
2013,delaware state,norfolk state,0
2013,alabama state,prairie view,0
2013,auburn,western caro,0
2013,north dakota state,missouri state,0
2013,south dakota,indiana state,0
2013,mississippi val,jackson state,1
2013,app state,samford,1
2013,james madison,richmond,0
2013,north dakota,eastern wash,1
2013,alcorn,grambling,0
2013,western ill,south dakota state,1
2013,nicholls,northwestern state,0
2013,southern utah,portland state,0
2013,idaho state,northern colo,0
2013,san diego,marist,0
2013,coastal carolina,gardnerwebb,0
2013,colgate,stony brook,1
2013,chattanooga,furman,0
2013,southern u,alabama am,0
2013,youngstown state,illinois state,0
2013,uc davis,montana,1
2013,arkpine bluff,texas southern,1
2013,towson,villanova,1
2013,houston christian,abilene christian,1
2013,cal poly,weber state,0
2013,sacramento state,niu,1
2013,new hampshire,villanova,0
2013,yale,fordham,1
2013,holy cross,colgate,1
2013,lehigh,georgetown,0
2013,maine,william  mary,0
2013,butler,drake,0
2013,monmouth,cornell,0
2013,rhode island,richmond,0
2013,bryant,sacred heart,1
2013,harvard,lafayette,0
2013,davidson,marist,1
2013,campbell,jacksonville,1
2013,norfolk state,hampton,1
2013,dartmouth,bucknell,1
2013,elon,chattanooga,1
2013,furman,app state,0
2013,florida am,howard,1
2013,missouri state,south dakota state,0
2013,illinois state,indiana state,0
2013,presbyterian,vmi,0
2013,colorado,charleston so,0
2013,valparaiso,morehead state,1
2013,north carolina,morgan state,1
2013,massachusetts,north dakota state,1
2013,prairie view,mississippi val,0
2013,texas southern,alcorn,1
2013,liberty,coastal carolina,1
2013,ualbany,towson,1
2013,montana,cal poly,0
2013,north dakota,sacramento state,1
2013,arkpine bluff,southern u,1
2013,western caro,wofford,1
2013,northern colo,uc davis,1
2013,youngstown state,western ill,0
2013,weber state,montana state,1
2013,brown,princeton,1
2013,robert morris,duquesne,1
2013,dayton,san diego,0
2013,northwestern state,southeastern la,1
2013,niu,idaho state,0
2013,eastern wash,southern utah,0
2013,richmond,towson,1
2013,wagner,robert morris,1
2013,rhode island,delaware,1
2013,cornell,brown,1
2013,villanova,maine,1
2013,charleston so,charlotte,0
2013,norfolk state,old dominion,1
2013,harvard,princeton,1
2013,howard,morgan state,0
2013,hampton,delaware state,0
2013,bryant,duquesne,0
2013,jacksonville,davidson,0
2013,marist,stetson,0
2013,morehead state,dayton,1
2013,bucknell,lehigh,0
2013,holy cross,lafayette,1
2013,georgetown,colgate,1
2013,gardnerwebb,liberty,1
2013,dartmouth,columbia,0
2013,wofford,samford,1
2013,chattanooga,the citadel,0
2013,illinois state,south dakota,0
2013,drake,valparaiso,0
2013,grambling,texas southern,1
2013,mississippi val,arkpine bluff,1
2013,southern utah,idaho state,0
2013,indiana state,north dakota state,1
2013,william  mary,james madison,0
2013,alabama state,alabama am,0
2013,montana,eastern wash,1
2013,app state,ga southern,0
2013,western caro,elon,0
2013,nicholls,mcneese,1
2013,bethunecookman,south carolina state,0
2013,campbell,mercer,1
2013,san diego,butler,0
2013,stony brook,new hampshire,1
2013,montana state,uc davis,0
2013,portland state,north dakota,0
2013,prairie view,jackson state,1
2013,coastal carolina,vmi,0
2013,southern u,alcorn,1
2013,lsu,furman,0
2013,western ill,missouri state,1
2013,new mexico state,abilene christian,0
2013,cal poly,niu,1
2013,texas southern,southern u,1
2013,robert morris,bryant,0
2013,yale,columbia,0
2013,north carolina,bethunecookman,1
2013,maine,stony brook,0
2013,fordham,holy cross,0
2013,wagner,central conn state,1
2013,sacred heart,monmouth,0
2013,valparaiso,san diego,1
2013,marist,jacksonville,0
2013,princeton,cornell,0
2013,dayton,butler,1
2013,morgan state,hampton,0
2013,davidson,mercer,1
2013,stetson,campbell,1
2013,georgetown,lafayette,1
2013,colgate,bucknell,1
2013,ga southern,furman,1
2013,william  mary,new hampshire,0
2013,western ill,massachusetts,1
2013,old dominion,rhode island,0
2013,norfolk state,florida am,1
2013,delaware state,howard,0
2013,presbyterian,charleston so,1
2013,south dakota,youngstown state,1
2013,missouri state,indiana state,0
2013,drake,morehead state,0
2013,the citadel,samford,0
2013,james madison,villanova,0
2013,coastal carolina,charlotte,0
2013,grambling,mississippi val,0
2013,liberty,vmi,0
2013,app state,chattanooga,1
2013,northern colo,montana state,1
2013,sacramento state,montana,1
2013,richmond,ualbany,0
2013,portland state,weber state,0
2013,alcorn,alabama am,1
2013,harvard,dartmouth,0
2013,idaho state,eastern wash,1
2013,niu,north dakota,0
2013,uc davis,cal poly,1
2013,towson,delaware,1
2013,kentucky,alabama state,0
2013,mcneese,southeastern la,1
2013,alcorn,prairie view,0
2013,wagner,monmouth,1
2013,yale,brown,0
2013,rhode island,villanova,1
2013,lehigh,holy cross,0
2013,georgia,app state,0
2013,new hampshire,james madison,0
2013,columbia,harvard,1
2013,stony brook,richmond,1
2013,vmi,gardnerwebb,0
2013,charleston so,coastal carolina,0
2013,campbell,marist,1
2013,fordham,bucknell,0
2013,butler,valparaiso,0
2013,morehead state,san diego,1
2013,hampton,north carolina,0
2013,south carolina state,florida am,0
2013,furman,samford,0
2013,elon,the citadel,1
2013,chattanooga,wofford,0
2013,ga southern,western caro,0
2013,mississippi val,texas southern,0
2013,alabama am,jackson state,1
2013,south dakota,montana,1
2013,drake,dayton,0
2013,alabama state,southern u,1
2013,north dakota,northern colo,0
2013,south dakota state,indiana state,0
2013,stetson,davidson,0
2013,mercer,jacksonville,0
2013,delaware,william  mary,1
2013,weber state,southern utah,1
2013,massachusetts,missouri state,1
2013,eastern wash,montana state,0
2013,arkpine bluff,grambling,0
2013,north dakota state,illinois state,0
2013,liberty,presbyterian,0
2013,lafayette,colgate,1
2013,ualbany,maine,1
2013,dartmouth,cornell,0
2013,bethunecookman,norfolk state,1
2013,memphis,ut martin,0
2013,idaho state,portland state,1
2013,cal poly,sacramento state,0
2013,south carolina state,morgan state,0
2013,bryant,monmouth,1
2013,delaware,richmond,1
2013,maine,rhode island,0
2013,brown,dartmouth,1
2013,bucknell,georgetown,0
2013,colgate,lehigh,1
2013,princeton,yale,0
2013,cornell,columbia,0
2013,jacksonville,stetson,0
2013,coastal carolina,presbyterian,0
2013,the citadel,vmi,0
2013,morehead state,butler,1
2013,marist,mercer,0
2013,old dominion,campbell,0
2013,william  mary,towson,1
2013,gardnerwebb,charleston so,0
2013,wofford,app state,1
2013,alabama am,arkpine bluff,0
2013,mississippi val,alabama state,1
2013,youngstown state,north dakota state,1
2013,south dakota,south dakota state,1
2013,valparaiso,dayton,1
2013,prairie view,abilene christian,1
2013,montana,weber state,0
2013,florida am,delaware state,1
2013,north carolina,norfolk state,0
2013,indiana state,western ill,1
2013,byu,idaho state,0
2013,massachusetts,illinois state,0
2013,jackson state,alcorn,1
2013,texas southern,howard,1
2013,samford,chattanooga,0
2013,elon,ga southern,1
2013,western caro,furman,1
2013,ualbany,new hampshire,1
2013,james madison,stony brook,1
2013,lafayette,fordham,0
2013,cal poly,eastern wash,1
2013,san diego,drake,0
2013,bethunecookman,hampton,0
2013,portland state,sacramento state,1
2013,montana state,southern utah,1
2013,uc davis,north dakota,0
2013,niu,northern colo,0
2013,mcneese,northwestern state,0
2013,southeastern la,nicholls,0
2013,charleston so,liberty,1
2013,yale,harvard,1
2013,monmouth,duquesne,1
2013,new hampshire,maine,0
2013,furman,wofford,0
2013,clemson,the citadel,0
2013,holy cross,georgetown,1
2013,lehigh,lafayette,1
2013,norfolk state,south carolina state,1
2013,stony brook,ualbany,0
2013,morehead state,charlotte,1
2013,south carolina,coastal carolina,0
2013,presbyterian,gardnerwebb,1
2013,colgate,fordham,1
2013,davidson,campbell,1
2013,hampton,howard,1
2013,central conn state,bryant,1
2013,georgia tech,alabama am,0
2013,columbia,brown,1
2013,vmi,bucknell,1
2013,dartmouth,princeton,0
2013,delaware state,morgan state,1
2013,prairie view,arkpine bluff,0
2013,youngstown state,south dakota state,1
2013,bethunecookman,florida am,0
2013,florida,ga southern,1
2013,alabama,chattanooga,0
2013,indiana state,massachusetts,1
2013,northern colo,cal poly,1
2013,montana state,montana,1
2013,weber state,idaho state,0
2013,samford,elon,0
2013,southern utah,niu,1
2013,villanova,delaware,0
2013,north dakota state,south dakota,0
2013,app state,western caro,0
2013,towson,james madison,0
2013,richmond,william  mary,0
2013,mercer,stetson,0
2013,eastern wash,portland state,0
2013,sacramento state,uc davis,1
2013,new hampshire,lafayette,0
2013,south carolina state,furman,1
2013,fordham,sacred heart,0
2013,coastal carolina,bethunecookman,0
2013,butler,tennessee state,1
2013,grambling,southern u,1
2013,niu,south dakota state,1
2013,jacksonville state,samford,0
2013,colorado state,washington state,0
2013,southern california,fresno state,0
2013,san diego state,buffalo,0
2013,louisiana,tulane,0
2013,east carolina,ohio,0
2013,oregon state,boise state,0
2013,bowling green,pittsburgh,1
2013,niu,utah state,1
2013,maryland,marshall,1
2013,minnesota,syracuse,1
2013,washington,byu,0
2013,notre dame,rutgers,0
2013,north carolina,cincinnati,0
2013,louisville,miami fl,0
2013,kansas state,michigan,0
2013,navy,middle tenn,0
2013,georgia tech,ole miss,1
2013,texas,oregon,1
2013,texas tech,arizona state,0
2013,boston college,arizona,1
2013,ucla,virginia tech,0
2013,mississippi state,rice,0
2013,texas am,duke,0
2013,georgia,nebraska,1
2013,north texas,unlv,0
2013,south carolina,wisconsin,0
2013,lsu,iowa,0
2013,michigan state,stanford,0
2013,baylor,ucf,1
2013,alabama,oklahoma,1
2013,missouri,oklahoma state,0
2013,ohio state,clemson,1
2013,houston,vanderbilt,1
2013,ball state,arkansas state,1
2013,auburn,florida state,1
2013,north dakota state,new hampshire,0
2013,eastern wash,towson,1
2013,north dakota state,towson,0
2014,georgia state,abilene christian,0
2014,south carolina,texas am,1
2014,south fla,wake forest,0
2014,akron,howard,0
2014,central mich,chattanooga,0
2014,minnesota,eastern ill,0
2014,niu,presbyterian,0
2014,utah,idaho state,0
2014,new mexico state,cal poly,0
2014,ole miss,boise state,0
2014,tulsa,tulane,0
2014,san jose state,north dakota,0
2014,washington state,rutgers,1
2014,arizona state,weber state,0
2014,vanderbilt,temple,1
2014,uconn,byu,1
2014,western ky,bowling green,0
2014,michigan state,jacksonville state,0
2014,syracuse,villanova,0
2014,colorado,colorado state,1
2014,houston,utsa,1
2014,arizona,unlv,0
2014,ucf,penn state,1
2014,navy,ohio state,1
2014,uab,troy,0
2014,purdue,western mich,0
2014,michigan,app state,0
2014,virginia,ucla,1
2014,pittsburgh,delaware,0
2014,iowa state,north dakota state,1
2014,illinois,youngstown state,0
2014,indiana,indiana state,0
2014,kentucky,ut martin,0
2014,georgia tech,wofford,0
2014,nc state,ga southern,0
2014,ball state,colgate,0
2014,air force,nicholls,0
2014,nevada,southern utah,0
2014,massachusetts,boston college,1
2014,maryland,james madison,0
2014,notre dame,rice,0
2014,miami fl,marshall,1
2014,buffalo,duquesne,0
2014,missouri,south dakota state,0
2014,old dominion,hampton,0
2014,alabama,west virginia,0
2014,northwestern,california,1
2014,nebraska,fla atlantic,0
2014,auburn,arkansas,0
2014,wyoming,montana,0
2014,virginia tech,william  mary,0
2014,oregon state,portland state,0
2014,stanford,uc davis,0
2014,georgia,clemson,0
2014,kent state,ohio,1
2014,north carolina,liberty,0
2014,eastern mich,morgan state,0
2014,duke,elon,0
2014,fiu,bethunecookman,1
2014,memphis,austin peay,0
2014,texas state,arkpine bluff,0
2014,louisiana,southern u,0
2014,arkansas state,montana state,0
2014,san diego state,niu,0
2014,south fla,western caro,0
2014,toledo,new hampshire,0
2014,tcu,samford,0
2014,oklahoma,louisiana tech,0
2014,mississippi state,southern miss,0
2014,southern california,fresno state,0
2014,new mexico,utep,1
2014,oklahoma state,florida state,1
2014,texas,north texas,0
2014,east carolina,north carolina,0
2014,lsu,wisconsin,0
2014,oregon,south dakota,0
2014,hawaii,washington,1
2014,tennessee,utah state,0
2014,baylor,smu,0
2014,louisville,miami fl,0
2014,utsa,arizona,1
2014,boston college,pittsburgh,1
2014,nevada,washington state,0
2014,uconn,stony brook,0
2014,iowa state,kansas state,1
2014,toledo,missouri,1
2014,tulsa,oklahoma,1
2014,rutgers,howard,0
2014,north texas,smu,0
2014,alabama,fla atlantic,0
2014,illinois,western ky,0
2014,penn state,akron,0
2014,wisconsin,western ill,0
2014,army west point,buffalo,0
2014,purdue,central mich,1
2014,tennessee,arkansas state,0
2014,nebraska,mcneese,0
2014,clemson,south carolina state,0
2014,temple,navy,1
2014,georgia state,new mexico state,1
2014,kent state,south alabama,1
2014,mississippi state,uab,0
2014,massachusetts,colorado,1
2014,utah,fresno state,0
2014,california,sacramento state,0
2014,washington,eastern wash,0
2014,miami fl,eastern ky,1
2014,virginia,richmond,0
2014,oklahoma state,missouri state,0
2014,bowling green,vmi,0
2014,stanford,southern california,1
2014,south fla,maryland,1
2014,iowa,ball state,0
2014,minnesota,middle tenn,0
2014,northwestern,niu,1
2014,kentucky,ohio,0
2014,tulane,georgia tech,1
2014,arkansas,nicholls,0
2014,florida,eastern mich,0
2014,vanderbilt,ole miss,1
2014,nc state,old dominion,0
2014,app state,campbell,0
2014,fiu,wagner,0
2014,wake forest,gardnerwebb,0
2014,oregon,michigan state,0
2014,south fla,idaho,0
2014,louisville,murray state,0
2014,new mexico,arizona state,1
2014,south carolina,east carolina,0
2014,troy,duke,1
2014,louisiana,louisiana tech,1
2014,auburn,san jose state,0
2014,marshall,rhode island,0
2014,southern miss,alcorn,0
2014,miami fl,florida am,0
2014,west virginia,towson,0
2014,florida state,the citadel,0
2014,texas,byu,1
2014,baylor,northwestern state,0
2014,notre dame,michigan,0
2014,north carolina,san diego state,0
2014,ohio state,virginia tech,1
2014,utah state,idaho state,0
2014,houston,grambling,0
2014,ucla,memphis,0
2014,unlv,northern colo,0
2014,boise state,colorado state,0
2014,wyoming,air force,0
2014,hawaii,oregon state,1
2014,utep,texas tech,1
2014,north texas,louisiana tech,1
2014,byu,houston,0
2014,cincinnati,toledo,0
2014,buffalo,baylor,1
2014,fiu,pittsburgh,1
2014,ohio state,kent state,0
2014,uconn,boise state,1
2014,missouri,ucf,0
2014,central mich,syracuse,1
2014,maryland,west virginia,1
